record_id,api_name,smiles,molecular_weight,logP,pKa,aqueous_solubility_log,bcs_class,decomposition_onset_c,tg_predicted_celsius,hygroscopicity_class,polymorphism_risk_tier,particle_size_d50_um,bulk_density_g_ml,tapped_density_g_ml,true_density_g_cm3,flow_properties_carr_index,dose_mg,asd_suitability_score,excipient_name,functional_role,compatibility_tier,composite_compatibility,disc_match_score,fir_match_score,api_fir_spectrum,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
AB-2010,Glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,494.96,4.66,[5.3],-4.61,II,176.8,,low,low,25.2,0.28,0.39,1.17,30.5,5,98.0,TEC,plasticizer,2,0.83,0.8,0.79,"{""wavenumbers"": [748, 892, 1059, 1264, 1463, 1628, 1723, 2955, 3313], ""absorbance"": [0.72, 0.141, 0.255, 0.76, 0.482, 0.481, 0.782, 0.464, 0.725], ""mw_ref"": 494.96}",0.87,0.05,0.8,"{""min"": 5, ""max"": 21, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.726}, {""excipient"": ""TBC"", ""compatibility_score"": 0.658}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.895}, {""excipient"": ""PEG 6000"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.863}]","[0.0037, 0.0142, 0.0262, -0.0095, -0.0047, 0.0313, 0.0111, 0.0114]",hot_melt_coating,0.791,"[{""parameter"": ""coating_temp_c"", ""value"": 63.36}, {""parameter"": ""spray_rate_g_min"", ""value"": 15.66}, {""parameter"": ""pan_speed_rpm"", ""value"": 26.65}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 3.8}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.628}, {""technique"": ""nanosuspension"", ""confidence"": 0.809}]",0.83,melting_point_depression_below_processing_window,solid_solution
AB-2011,Chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)SNC(=O)N2,295.45,-0.19,"[6.7, 9.5]",-3.07,IV,359.0,,low,medium,43.0,0.36,0.54,1.24,31.3,250,82.3,Gelucire 44/14,surfactant,2,0.77,0.72,0.74,"{""wavenumbers"": [739, 914, 1039, 1241, 1458, 1633, 1734, 2951, 3290], ""absorbance"": [0.747, 0.089, 0.864, 0.445, 0.976, 0.46, 0.769, 0.2, 0.178], ""mw_ref"": 295.45}",0.88,0.21,0.76,"{""min"": 1, ""max"": 15, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.72}, {""excipient"": ""Tween 80"", ""compatibility_score"": 0.758}]","[{""excipient"": ""SDS"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.199}, {""excipient"": ""Tween 80"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.227}]","[0.0084, 0.0011, 0.0118, 0.0317, -0.0695, 0.0639, 0.0105, 0.0037]",nanosuspension,0.735,"[{""parameter"": ""milling_speed_rpm"", ""value"": 680.88}, {""parameter"": ""milling_time_h"", ""value"": 9.21}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.94}, {""parameter"": ""particle_size_target_nm"", ""value"": 122.79}]","[{""technique"": ""spray_drying"", ""confidence"": 0.664}, {""technique"": ""coprecipitation"", ""confidence"": 0.528}]",0.62,polymorphic_conversion_under_stress,nanosizing
AB-2012,Repaglinide,CCOC(=O)c1ccc(CC(=O)N2CCC(CC2)C(=O)Nc2ccccc2C)cc1,452.61,5.07,[4.0],-4.88,II,131.4,,low,low,27.6,0.32,0.46,1.15,31.4,2,98.0,TBC,plasticizer,2,0.79,0.73,0.74,"{""wavenumbers"": [764, 907, 1039, 1254, 1454, 1607, 1717, 2964, 3303], ""absorbance"": [0.756, 0.846, 0.46, 0.533, 0.557, 0.472, 0.233, 0.176, 0.333], ""mw_ref"": 452.61}",0.93,0.08,0.76,"{""min"": 5, ""max"": 18, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.664}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.729}]","[{""excipient"": ""TEC"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.132}, {""excipient"": ""PEG 6000"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.429}]","[-0.0025, 0.0115, 0.015, 0.0311, 0.0104, 0.0236, 0.0018, 0.0223]",hot_melt_coating,0.769,"[{""parameter"": ""coating_temp_c"", ""value"": 59.59}, {""parameter"": ""spray_rate_g_min"", ""value"": 10.66}, {""parameter"": ""pan_speed_rpm"", ""value"": 24.9}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 7.95}]","[{""technique"": ""spray_drying"", ""confidence"": 0.722}, {""technique"": ""nanosuspension"", ""confidence"": 0.779}]",0.25,oxidative_degradation_peroxide_content,solid_solution
AB-2013,Hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.58,0.2,"[7.9, 9.2]",-3.25,IV,275.5,,low,medium,38.8,0.37,0.53,1.21,31.9,25,83.0,Labrasol,lipid_base,2,0.77,0.74,0.74,"{""wavenumbers"": [759, 906, 1060, 1239, 1453, 1607, 1714, 2938, 3313], ""absorbance"": [0.939, 0.704, 0.826, 0.79, 0.054, 0.978, 0.827, 0.356, 0.812], ""mw_ref"": 297.58}",0.88,0.22,0.76,"{""min"": 20, ""max"": 52, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Captex 355"", ""compatibility_score"": 0.773}, {""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.718}]","[{""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.387}, {""excipient"": ""Captex 355"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.014}]","[0.0241, 0.0417, 0.0293, -0.0284, 0.0171, 0.0282, 0.0184, 0.0232]",lipid_based_formulation,0.721,"[{""parameter"": ""lipid_content_pct"", ""value"": 36.35}, {""parameter"": ""hlb_value"", ""value"": 13.82}, {""parameter"": ""drug_loading_pct"", ""value"": 25.23}, {""parameter"": ""surfactant_ratio"", ""value"": 0.36}]","[{""technique"": ""spray_drying"", ""confidence"": 0.739}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.51}]",0.38,moisture_uptake_amorphous_collapse,lipid_based_drug_delivery
AB-2014,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,170.83,-0.16,[2.5],-0.47,I,159.8,,low,low,53.8,0.52,0.67,1.41,22.5,400,40.7,HPC LF,filler_binder,2,0.74,0.72,0.65,"{""wavenumbers"": [737, 892, 1039, 1255, 1460, 1631, 1708, 2963, 3305], ""absorbance"": [0.714, 0.965, 0.976, 0.638, 0.247, 0.668, 0.529, 0.845, 0.405], ""mw_ref"": 170.83}",0.82,0.03,0.74,"{""min"": 30, ""max"": 72, ""unit"": ""% w/w""}",False,"[{""excipient"": ""DCPA"", ""compatibility_score"": 0.745}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.8}]","[{""excipient"": ""Mannitol"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 2.129}, {""excipient"": ""DCPA"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.035}]","[-0.0044, 0.0251, 0.0134, 0.013, 0.0344, 0.0091, 0.0019, 0.0046]",wet_granulation,0.737,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 20.23}, {""parameter"": ""impeller_speed_rpm"", ""value"": 333.99}, {""parameter"": ""granulation_time_min"", ""value"": 16.61}, {""parameter"": ""drying_temp_c"", ""value"": 52.64}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.78}, {""technique"": ""direct_compression"", ""confidence"": 0.664}]",0.72,hygroscopicity_induced_phase_separation,crystalline_suspension
AB-2015,Naproxen,CC(c1ccc2cccc(c2c1)OC)C(=O)O,229.23,3.03,[4.2],-2.21,II,251.1,,low,low,53.2,0.41,0.48,1.29,25.6,500,89.3,PVP K30,polymer_carrier,2,0.79,0.79,0.74,"{""wavenumbers"": [754, 903, 1041, 1237, 1437, 1607, 1720, 2943, 3295], ""absorbance"": [0.703, 0.735, 0.607, 0.204, 0.985, 0.29, 0.801, 0.81, 0.489], ""mw_ref"": 229.23}",0.83,0.13,0.77,"{""min"": 20, ""max"": 33, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Copovidone"", ""compatibility_score"": 0.844}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.714}]","[{""excipient"": ""Soluplus"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 2.605}, {""excipient"": ""HPMC E5"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 2.968}]","[-0.0165, -0.0363, 0.0034, 0.046, -0.0189, 0.0416, -0.0036, 0.0119]",hot_melt_extrusion,0.758,"[{""parameter"": ""barrel_temp_c"", ""value"": 148.04}, {""parameter"": ""screw_speed_rpm"", ""value"": 89.57}, {""parameter"": ""feed_rate_g_min"", ""value"": 6.79}, {""parameter"": ""residence_time_min"", ""value"": 2.34}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.499}, {""technique"": ""nanosuspension"", ""confidence"": 0.652}]",0.73,thermodynamic_incompatibility_chi_exceeds_threshold,amorphous_solid_dispersion
AB-2016,Glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,494.29,4.84,[5.3],-4.63,II,178.3,,low,low,22.5,0.3,0.45,1.17,30.4,5,98.0,Soluplus,polymer_carrier,1,0.89,0.89,0.85,"{""wavenumbers"": [742, 905, 1046, 1264, 1459, 1612, 1721, 2940, 3298], ""absorbance"": [0.165, 0.647, 0.866, 0.418, 0.953, 0.603, 0.077, 0.077, 0.48], ""mw_ref"": 494.29}",0.93,0.06,0.88,"{""min"": 20, ""max"": 46, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Eudragit EPO"", ""compatibility_score"": 0.78}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.738}]","[{""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 2.312}, {""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.317}]","[0.0056, 0.0168, 0.0018, 0.0353, 0.0341, -0.0168, -0.0216, 0.0082]",coprecipitation,0.852,"[{""parameter"": ""antisolvent_ratio"", ""value"": 14.71}, {""parameter"": ""precipitation_temp_c"", ""value"": 8.69}, {""parameter"": ""drying_time_h"", ""value"": 18.8}, {""parameter"": ""polymer_drug_ratio"", ""value"": 1.95}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.474}, {""technique"": ""spray_drying"", ""confidence"": 0.646}]",0.55,,amorphous_solid_dispersion
AB-2017,Progesterone,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,314.85,3.76,[],-4.04,II,121.0,,low,high,36.9,0.33,0.45,1.23,28.5,200,98.0,Poloxamer 407,surfactant,2,0.81,0.82,0.82,"{""wavenumbers"": [752, 897, 1058, 1260, 1442, 1619, 1709, 2947, 3297], ""absorbance"": [0.577, 0.888, 0.51, 0.524, 0.966, 0.373, 0.668, 0.36, 0.293], ""mw_ref"": 314.85}",0.88,0.45,0.85,"{""min"": 1, ""max"": 15, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.703}, {""excipient"": ""Cremophor EL"", ""compatibility_score"": 0.654}]","[{""excipient"": ""Tween 80"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.467}, {""excipient"": ""Cremophor EL"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 1.026}]","[0.0134, 0.002, 0.0178, 0.0183, 0.0247, -0.0787, 0.0633, 0.0154]",nanosuspension,0.796,"[{""parameter"": ""milling_speed_rpm"", ""value"": 1879.13}, {""parameter"": ""milling_time_h"", ""value"": 10.14}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.91}, {""parameter"": ""particle_size_target_nm"", ""value"": 308.96}]","[{""technique"": ""spray_drying"", ""confidence"": 0.459}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.464}]",0.73,,nanosizing
AB-2018,Metformin,CN(C)C(=N)NC(=N)N,129.88,-6.13,"[2.8, 11.5]",0.85,III,234.8,,medium,low,81.2,0.56,0.7,1.46,23.2,500,23.3,DCPA,filler_binder,3,0.61,0.52,0.5,"{""wavenumbers"": [745, 897, 1044, 1264, 1442, 1618, 1707, 2944, 3311], ""absorbance"": [0.805, 0.477, 0.906, 0.454, 0.215, 0.595, 0.526, 0.503, 0.523], ""mw_ref"": 129.88}",0.77,0.02,0.61,"{""min"": 30, ""max"": 40, ""unit"": ""% w/w""}",False,"[{""excipient"": ""MCC PH101"", ""compatibility_score"": 0.775}, {""excipient"": ""Mannitol"", ""compatibility_score"": 0.803}]","[{""excipient"": ""Starch 1500"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 2.983}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 3.234}]","[0.0481, -0.0088, 0.0384, 0.0335, -0.0259, 0.0021, 0.0039, 0.0174]",direct_compression,0.585,"[{""parameter"": ""compression_force_kn"", ""value"": 12.68}, {""parameter"": ""tablet_hardness_n"", ""value"": 66.7}, {""parameter"": ""disintegration_target_min"", ""value"": 18.02}, {""parameter"": ""punch_speed_rpm"", ""value"": 68.15}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.675}]",0.79,pH_incompatibility_solubility_precipitation,crystalline_suspension
AB-2019,Ranitidine,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.42,0.27,"[8.2, 2.7]",-0.55,III,67.9,,high,low,69.0,0.51,0.69,1.48,22.8,150,43.2,Starch 1500,filler_binder,3,0.68,0.71,0.67,"{""wavenumbers"": [736, 912, 1051, 1244, 1457, 1620, 1713, 2961, 3314], ""absorbance"": [0.47, 0.192, 0.662, 0.667, 0.165, 0.071, 0.323, 0.806, 0.95], ""mw_ref"": 314.42}",0.49,0.05,0.71,"{""min"": 30, ""max"": 66, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.823}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.764}]","[{""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.942}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 2.362}]","[0.0069, -0.0644, 0.004, -0.0142, 0.0072, -0.0067, 0.0519, 0.044]",direct_compression,0.686,"[{""parameter"": ""compression_force_kn"", ""value"": 6.88}, {""parameter"": ""tablet_hardness_n"", ""value"": 180.66}, {""parameter"": ""disintegration_target_min"", ""value"": 16.29}, {""parameter"": ""punch_speed_rpm"", ""value"": 51.62}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.6}]",0.35,oxidative_degradation_peroxide_content,crystalline_suspension
AB-2020,Tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.72,7.13,[8.9],-6.05,II,102.8,,low,medium,60.0,0.41,0.55,1.2,28.5,20,98.0,Labrasol,lipid_base,2,0.75,0.73,0.67,"{""wavenumbers"": [741, 908, 1042, 1258, 1446, 1618, 1729, 2960, 3308], ""absorbance"": [0.925, 0.677, 0.386, 0.703, 0.781, 0.719, 0.361, 0.856, 0.771], ""mw_ref"": 371.72}",0.91,0.21,0.75,"{""min"": 20, ""max"": 48, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.823}, {""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.74}]","[{""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.795}, {""excipient"": ""Capmul MCM"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.462}]","[0.0173, -0.0206, 0.0324, 0.0318, -0.0161, 0.0139, 0.0071, 0.0084]",lipid_based_formulation,0.706,"[{""parameter"": ""lipid_content_pct"", ""value"": 59.71}, {""parameter"": ""hlb_value"", ""value"": 10.11}, {""parameter"": ""drug_loading_pct"", ""value"": 14.18}, {""parameter"": ""surfactant_ratio"", ""value"": 0.13}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.677}, {""technique"": ""coprecipitation"", ""confidence"": 0.595}]",0.73,pH_incompatibility_solubility_precipitation,lipid_based_drug_delivery
AB-2021,Lopinavir,CC(C)c1nc(CC(CC(Cc2ccccc2)NC(=O)c2ccc3ccccc3n2)O)cs1,628.77,6.01,[],-5.66,II,123.1,,low,medium,53.7,0.31,0.37,1.16,28.4,200,98.0,Tween 80,surfactant,2,0.73,0.7,0.66,"{""wavenumbers"": [764, 907, 1054, 1249, 1441, 1610, 1711, 2941, 3304], ""absorbance"": [0.986, 0.064, 0.346, 0.051, 0.079, 0.949, 0.394, 0.66, 0.334], ""mw_ref"": 628.77}",0.88,0.23,0.72,"{""min"": 1, ""max"": 11, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Span 80"", ""compatibility_score"": 0.554}, {""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.733}]","[{""excipient"": ""Span 80"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.051}, {""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 3.244}]","[-0.0117, 0.0089, 0.0449, 0.0043, 0.0273, 0.0237, 0.033, 0.0213]",nanosuspension,0.694,"[{""parameter"": ""milling_speed_rpm"", ""value"": 2191.87}, {""parameter"": ""milling_time_h"", ""value"": 11.05}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.29}, {""parameter"": ""particle_size_target_nm"", ""value"": 120.69}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.479}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.487}]",0.81,oxidative_degradation_peroxide_content,nanosizing
AB-2022,Piroxicam,OC1=C(C(=O)Nc2ccccn2)c2ccccc2S(=O)(=O)N1C,330.74,3.0,"[5.1, 1.8]",-3.28,II,197.7,,low,high,41.2,0.4,0.55,1.27,29.5,20,83.4,HPMC-AS HF,polymer_carrier,2,0.79,0.8,0.78,"{""wavenumbers"": [764, 885, 1057, 1247, 1456, 1607, 1717, 2958, 3307], ""absorbance"": [0.715, 0.912, 0.153, 0.88, 0.763, 0.458, 0.333, 0.105, 0.192], ""mw_ref"": 330.74}",0.91,0.47,0.75,"{""min"": 20, ""max"": 32, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC E5"", ""compatibility_score"": 0.705}, {""excipient"": ""Copovidone"", ""compatibility_score"": 0.828}]","[{""excipient"": ""PVPVA 64"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.496}, {""excipient"": ""Soluplus"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.892}]","[0.0403, 0.0068, 0.0529, -0.0017, 0.0563, 0.0733, 0.0172, 0.013]",spray_drying,0.721,"[{""parameter"": ""inlet_temp_c"", ""value"": 147.13}, {""parameter"": ""outlet_temp_c"", ""value"": 81.13}, {""parameter"": ""feed_conc_pct"", ""value"": 9.71}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.67}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.6}, {""technique"": ""nanosuspension"", ""confidence"": 0.582}]",0.16,,amorphous_solid_dispersion
AB-2023,Tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,370.95,7.05,[8.9],-6.12,II,98.7,,low,medium,56.4,0.35,0.55,1.2,28.5,20,98.0,PVP K17,polymer_carrier,2,0.73,0.7,0.67,"{""wavenumbers"": [757, 891, 1040, 1254, 1458, 1619, 1717, 2953, 3288], ""absorbance"": [0.215, 0.629, 0.958, 0.626, 0.062, 0.609, 0.692, 0.16, 0.752], ""mw_ref"": 370.95}",0.87,0.29,0.77,"{""min"": 20, ""max"": 42, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PVP K30"", ""compatibility_score"": 0.72}, {""excipient"": ""HPMC-AS HF"", ""compatibility_score"": 0.797}]","[{""excipient"": ""HPMC-AS MF"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 3.483}, {""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.902}]","[-0.0241, 0.0234, 0.0228, 0.0059, 0.0179, 0.0984, 0.0682, 0.0115]",hot_melt_extrusion,0.735,"[{""parameter"": ""barrel_temp_c"", ""value"": 129.82}, {""parameter"": ""screw_speed_rpm"", ""value"": 91.8}, {""parameter"": ""feed_rate_g_min"", ""value"": 12.38}, {""parameter"": ""residence_time_min"", ""value"": 1.96}]","[{""technique"": ""spray_drying"", ""confidence"": 0.698}, {""technique"": ""nanosuspension"", ""confidence"": 0.676}]",0.3,moisture_uptake_amorphous_collapse,amorphous_solid_dispersion
AB-2024,Repaglinide,CCOC(=O)c1ccc(CC(=O)N2CCC(CC2)C(=O)Nc2ccccc2C)cc1,451.74,5.1,[4.0],-4.86,II,137.6,,low,low,32.5,0.3,0.48,1.21,28.4,2,98.0,PEG 4000,plasticizer,2,0.76,0.69,0.67,"{""wavenumbers"": [760, 889, 1035, 1260, 1462, 1624, 1717, 2943, 3295], ""absorbance"": [0.281, 0.745, 0.116, 0.194, 0.757, 0.771, 0.186, 0.462, 0.937], ""mw_ref"": 451.74}",0.94,0.02,0.72,"{""min"": 5, ""max"": 24, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TEC"", ""compatibility_score"": 0.699}, {""excipient"": ""PEG 6000"", ""compatibility_score"": 0.705}]","[{""excipient"": ""PEG 6000"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 1.434}, {""excipient"": ""TBC"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 3.279}]","[0.0108, 0.0039, -0.0137, 0.0319, 0.0459, -0.0717, -0.0173, 0.0171]",hot_melt_coating,0.684,"[{""parameter"": ""coating_temp_c"", ""value"": 78.71}, {""parameter"": ""spray_rate_g_min"", ""value"": 17.99}, {""parameter"": ""pan_speed_rpm"", ""value"": 18.45}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 8.89}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.545}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.62}]",0.74,melting_point_depression_below_processing_window,solid_solution
AB-2025,Cimetidine,CN/C(=N/C#N)NCCSc1nc[nH]c1C,252.92,0.38,"[7.1, 6.8]",-0.72,III,147.6,,medium,low,71.2,0.49,0.64,1.42,25.1,400,54.5,Starch 1500,filler_binder,2,0.75,0.72,0.7,"{""wavenumbers"": [735, 898, 1049, 1237, 1454, 1605, 1718, 2959, 3287], ""absorbance"": [0.14, 0.779, 0.694, 0.808, 0.378, 0.131, 0.423, 0.399, 0.674], ""mw_ref"": 252.92}",0.81,0.07,0.73,"{""min"": 30, ""max"": 41, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.779}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.791}]","[{""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.07}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.863}]","[-0.0563, 0.0027, 0.0296, 0.0106, 0.052, -0.0009, 0.0365, 0.0248]",direct_compression,0.687,"[{""parameter"": ""compression_force_kn"", ""value"": 11.02}, {""parameter"": ""tablet_hardness_n"", ""value"": 60.77}, {""parameter"": ""disintegration_target_min"", ""value"": 9.09}, {""parameter"": ""punch_speed_rpm"", ""value"": 69.6}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.631}]",0.85,moisture_uptake_amorphous_collapse,crystalline_suspension
AB-2026,Ketoprofen,CC(C(=O)O)c1ccc(cc1)C(=O)c1ccccc1,255.04,3.21,[4.5],-2.58,II,99.3,,low,low,35.1,0.4,0.53,1.26,25.9,100,91.0,Copovidone,polymer_carrier,2,0.82,0.82,0.78,"{""wavenumbers"": [744, 896, 1059, 1237, 1453, 1626, 1714, 2935, 3302], ""absorbance"": [0.083, 0.151, 0.297, 0.707, 0.511, 0.994, 0.967, 0.836, 0.768], ""mw_ref"": 255.04}",0.86,0.14,0.78,"{""min"": 20, ""max"": 34, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC-AS LF"", ""compatibility_score"": 0.819}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.754}]","[{""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.391}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.816}]","[0.0062, 0.0268, -0.0314, 0.0214, -0.0519, -0.0326, 0.0126, 0.0637]",hot_melt_extrusion,0.738,"[{""parameter"": ""barrel_temp_c"", ""value"": 192.11}, {""parameter"": ""screw_speed_rpm"", ""value"": 123.53}, {""parameter"": ""feed_rate_g_min"", ""value"": 9.84}, {""parameter"": ""residence_time_min"", ""value"": 1.47}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.499}, {""technique"": ""spray_drying"", ""confidence"": 0.581}]",0.44,,amorphous_solid_dispersion
