record_id,api_name,bcs_class,bcs_class_encoded,logP,aqueous_solubility_mg_ml,molecular_weight_da,pka,melting_point_c,dose_mg,dose_number,hsp_dispersive,hsp_polar,hsp_hydrogen,hsp_total,primary_excipient,excipient_role,excipient_Tg_c,excipient_mw_kda,excipient_hydrophilicity,chi_parameter,formulation_technique,compatibility_score,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
EF-1012,Repaglinide,II,1,5.08,0.0002,452.6,4.0,131,2,10.0,20.84,5.65,6.57,22.57,PEG 6000,plasticizer,-65,6,hydrophilic,1.653,hot_melt_coating,0.494,0.76,0.09,0.51,"{""min"": 17, ""max"": 55, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.689}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.683}]","[{""excipient"": ""Eudragit S100"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 1.515}, {""excipient"": ""DCPA"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.71}]","[0.0082, 0.0358, -0.1211, 0.0524, 0.0371, 0.0045]",hot_melt_coating,0.525,"[{""parameter"": ""coating_temp_c"", ""value"": 55.89, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 5.69, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 29.68, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 10.34, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.609}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.76}]",0.55,high_residual_solvent_risk,salt_formation
EF-1013,Hydrochlorothiazide,IV,3,0.07,0.722,297.7,7.9,273,25,0.035,16.53,11.65,14.83,25.08,PVPVA 64,ASD_polymer,106,45,amphiphilic,0.285,nanosuspension,0.861,0.95,0.08,0.79,"{""min"": 44, ""max"": 63, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.717}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.825}]","[{""excipient"": ""PVP K12"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}]","[0.0193, 0.0056, 0.0055, 0.0126, -0.0083, 0.0095]",nanosuspension,0.795,"[{""parameter"": ""particle_size_nm"", ""value"": 397.46, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.17, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -33.52, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.57, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.718}, {""technique"": ""wet_granulation"", ""confidence"": 0.632}]",0.59,,crystalline_suspension
EF-1014,Cimetidine,III,2,0.4,6.0,252.3,7.1,141,400,0.067,17.24,8.48,5.35,19.94,MCC PH101,filler_binder,N/A,N/A,hydrophilic,0.717,direct_compression,0.651,0.83,0.04,0.66,"{""min"": 38, ""max"": 70, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.758}, {""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.762}]","[{""excipient"": ""HPMC AS-LF"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}, {""excipient"": ""SDS"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.533}]","[-0.0076, 0.0414, 0.0825, 0.0136, 0.0547, 0.005]",direct_compression,0.67,"[{""parameter"": ""compression_force_kn"", ""value"": 24.14, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 107.06, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 5.15, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 41.11, ""unit"": ""rpm""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.749}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.784}]",0.44,polymorphic_conversion_under_stress,nanosizing
EF-1015,Testosterone,II,1,3.32,0.023,288.4,9.2,155,40,1.74,17.72,10.03,16.57,26.25,PVP K30,ASD_polymer,175,50,hydrophilic,1.035,spray_drying,0.7,0.78,0.03,0.65,"{""min"": 35, ""max"": 50, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.844}, {""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.71}]","[{""excipient"": ""Cremophor EL"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.762}, {""excipient"": ""Magnesium stearate"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.295}]","[0.0063, 0.0056, 0.0095, 0.0262, 0.0413, 0.0355]",spray_drying,0.634,"[{""parameter"": ""inlet_temp_c"", ""value"": 136.38, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 63.5, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 13.44, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.11, ""unit"": ""bar""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.538}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.479}]",0.16,polymorphic_conversion_under_stress,complexation_cyclodextrin
EF-1016,Griseofulvin,II,1,2.18,0.014,352.8,3.3,220,500,35.7,16.4,2.24,5.59,17.47,Cremophor EL,surfactant,N/A,0.05,hydrophilic,0.612,lipid_based_formulation,0.443,0.82,0.13,0.46,"{""min"": 5, ""max"": 35, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.69}, {""excipient"": ""Tween 80"", ""compatibility_score"": 0.627}]","[{""excipient"": ""HPMC P50"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.283}, {""excipient"": ""PVP K90"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.01}]","[0.0473, -0.0448, 0.0133, 0.0398, 0.0355, 0.0669]",lipid_based_formulation,0.457,"[{""parameter"": ""lipid_content_pct"", ""value"": 62.9, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 8.53, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 22.27, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.35, ""unit"": ""w/w""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.72}, {""technique"": ""coprecipitation"", ""confidence"": 0.748}]",0.57,chemical_reactivity_esterification_risk,amorphous_solid_dispersion
EF-1017,Clotrimazole,II,1,6.26,0.002,344.8,3.1,147,100,50.0,17.39,12.19,16.98,27.19,Soluplus,ASD_polymer,70,118,amphiphilic,1.398,hot_melt_extrusion,0.855,0.93,0.16,0.82,"{""min"": 36, ""max"": 70, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.817}, {""excipient"": ""Eudragit EPO"", ""compatibility_score"": 0.688}]","[{""excipient"": ""PVP K30"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.643}, {""excipient"": ""Tween 80"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.12}]","[0.0292, -0.0173, -0.0223, -0.0803, -0.0138, -0.0919]",hot_melt_extrusion,0.795,"[{""parameter"": ""barrel_temp_c"", ""value"": 139.64, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 190.19, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 5.63, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 4.16, ""unit"": ""min""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.649}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.684}]",0.39,,crystalline_suspension
EF-1018,Hydrochlorothiazide,IV,3,0.07,0.722,297.7,7.9,273,25,0.035,16.96,9.15,17.96,26.34,Cremophor EL,surfactant,N/A,0.05,hydrophilic,0.405,lipid_based_formulation,0.561,0.77,0.13,0.55,"{""min"": 13, ""max"": 41, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Span 80"", ""compatibility_score"": 0.705}, {""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.607}]","[{""excipient"": ""Soluplus"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.49}, {""excipient"": ""SDS"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.332}]","[0.023, 0.0486, 0.0308, 0.0377, 0.0077, 0.0045]",lipid_based_formulation,0.543,"[{""parameter"": ""lipid_content_pct"", ""value"": 34.6, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 12.65, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 14.23, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.32, ""unit"": ""w/w""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.799}, {""technique"": ""direct_compression"", ""confidence"": 0.643}]",0.4,moisture_uptake_amorphous_collapse,pH_adjusted_formulation
EF-1019,Cimetidine,III,2,0.4,6.0,252.3,7.1,141,400,0.067,21.66,10.28,6.26,24.78,Mannitol,filler,N/A,N/A,hydrophilic,0.603,direct_compression,0.765,0.78,0.11,0.71,"{""min"": 33, ""max"": 77, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Colloidal SiO2"", ""compatibility_score"": 0.633}, {""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.727}]","[{""excipient"": ""Starch 1500"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.01}, {""excipient"": ""Colloidal SiO2"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.51}]","[-0.0445, 0.0098, 0.0574, 0.0125, 0.0003, 0.06]",direct_compression,0.688,"[{""parameter"": ""compression_force_kn"", ""value"": 29.36, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 133.0, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 22.44, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 27.58, ""unit"": ""rpm""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.486}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.454}]",0.35,,pH_adjusted_formulation
EF-1020,Furosemide,IV,3,2.03,0.006,330.7,3.9,208,40,6.67,15.8,2.78,11.36,19.66,Tween 80,surfactant,N/A,1.31,hydrophilic,0.211,nanosuspension,0.403,0.86,0.13,0.38,"{""min"": 13, ""max"": 50, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.596}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.793}]","[{""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}, {""excipient"": ""HPMC AS-MF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}]","[0.0016, -0.0117, -0.001, 0.0136, 0.01, -0.0374]",nanosuspension,0.376,"[{""parameter"": ""particle_size_nm"", ""value"": 335.41, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.16, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -25.78, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.21, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.782}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.523}]",0.3,chemical_reactivity_esterification_risk,amorphous_solid_dispersion
EF-1021,Lopinavir,II,1,5.95,0.001,628.8,9.1,125,200,200.0,19.16,5.5,6.94,21.11,HPMC AS-MF,ASD_polymer,119,18,amphiphilic,1.27,spray_drying,0.866,0.93,0.18,0.83,"{""min"": 34, ""max"": 72, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Eudragit L100"", ""compatibility_score"": 0.571}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.62}]","[{""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.008}, {""excipient"": ""HPC LF"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.858}]","[0.0525, 0.0762, 0.025, -0.0084, 0.0016, -0.0268]",spray_drying,0.791,"[{""parameter"": ""inlet_temp_c"", ""value"": 163.41, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 73.8, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 12.72, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 4.68, ""unit"": ""bar""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.614}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.556}]",0.43,acid_base_interaction_proton_transfer,complexation_cyclodextrin
EF-1022,Chlorothiazide,IV,3,-0.24,0.827,295.7,6.7,359,250,0.3,19.23,2.31,6.89,20.56,SDS,surfactant,N/A,0.288,hydrophilic,0.546,nanosuspension,0.534,0.78,0.16,0.49,"{""min"": 18, ""max"": 40, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPC LF"", ""compatibility_score"": 0.726}, {""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.556}]","[{""excipient"": ""TEC"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.482}, {""excipient"": ""Kollidon 12 PF"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.082}]","[-0.0122, 0.0733, 0.0091, 0.1193, -0.0004, 0.1265]",nanosuspension,0.497,"[{""parameter"": ""particle_size_nm"", ""value"": 296.69, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.07, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -31.3, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.73, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.75}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.565}]",0.64,acid_base_interaction_proton_transfer,amorphous_solid_dispersion
EF-1023,Tamoxifen,II,1,7.07,0.0002,371.5,8.9,96,20,100.0,17.2,5.88,19.49,26.65,HPC LF,binder,N/A,95,hydrophilic,2.719,nanosuspension,0.532,0.78,0.22,0.55,"{""min"": 19, ""max"": 25, ""unit"": ""% w/w""}",False,"[{""excipient"": ""SDS"", ""compatibility_score"": 0.797}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.55}]","[{""excipient"": ""Croscarmellose Na"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.558}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.443}]","[0.0199, 0.0004, -0.0028, 0.0259, 0.019, 0.0052]",nanosuspension,0.55,"[{""parameter"": ""particle_size_nm"", ""value"": 471.07, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.16, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -22.54, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.33, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.73}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.698}]",0.37,thermodynamic_incompatibility_chi_exceeds_threshold,amorphous_solid_dispersion
EF-1024,Danazol,II,1,4.46,0.0008,337.5,9.2,225,200,250.0,15.82,11.99,11.47,22.93,PVP K17,ASD_polymer,175,9,hydrophilic,1.385,nanosuspension,0.9,0.85,0.13,0.83,"{""min"": 34, ""max"": 80, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.675}, {""excipient"": ""SDS"", ""compatibility_score"": 0.695}]","[{""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.199}, {""excipient"": ""Soluplus"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.462}]","[0.0844, 0.0603, -0.1044, -0.0451, 0.0332, 0.0189]",nanosuspension,0.805,"[{""parameter"": ""particle_size_nm"", ""value"": 415.09, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.12, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -39.94, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.48, ""unit"": ""%""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.653}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.681}]",0.76,,crystalline_suspension
EF-1025,Ketoprofen,II,1,3.12,0.051,254.3,4.5,94,100,1.96,21.53,12.44,19.67,31.7,Copovidone,ASD_polymer,106,45,amphiphilic,0.53,coprecipitation,0.762,0.92,0.1,0.72,"{""min"": 32, ""max"": 64, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K30"", ""compatibility_score"": 0.62}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.783}]","[{""excipient"": ""HPMC K4M"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.027}, {""excipient"": ""Copovidone"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.028}]","[0.015, 0.0127, 0.0076, 0.0014, 0.0476, 0.0399]",coprecipitation,0.689,"[{""parameter"": ""antisolvent_ratio"", ""value"": 18.66, ""unit"": ""v/v""}, {""parameter"": ""precipitation_temp_c"", ""value"": 0.38, ""unit"": ""\u00b0C""}, {""parameter"": ""drying_time_h"", ""value"": 17.19, ""unit"": ""h""}, {""parameter"": ""polymer_drug_ratio"", ""value"": 4.48, ""unit"": ""w/w""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.614}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.789}]",0.39,,co_crystal
EF-1026,Glimepiride,II,1,4.97,0.001,490.6,7.4,207,4,4.0,19.39,12.65,11.3,25.76,Poloxamer 407,solubilizer,-20,12.6,hydrophilic,1.378,nanosuspension,0.739,0.81,0.17,0.67,"{""min"": 17, ""max"": 40, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.62}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.755}]","[{""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.645}, {""excipient"": ""Eudragit EPO"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.372}]","[0.0179, 0.0082, 0.0022, 0.0207, 0.0137, 0.0275]",nanosuspension,0.676,"[{""parameter"": ""particle_size_nm"", ""value"": 217.35, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.14, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -36.36, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.11, ""unit"": ""%""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.727}, {""technique"": ""coprecipitation"", ""confidence"": 0.509}]",0.21,,co_crystal
EF-1027,Caffeine,I,0,-0.07,21.6,194.2,0.6,234,200,0.009,18.23,5.05,7.34,20.29,PEG 6000,plasticizer,-65,6,hydrophilic,0.687,hot_melt_coating,0.67,0.73,0.09,0.65,"{""min"": 9, ""max"": 34, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.82}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.753}]","[{""excipient"": ""PVP K90"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}, {""excipient"": ""HPMC AS-LF"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.188}]","[0.012, 0.049, 0.0089, -0.0151, 0.032, 0.0105]",hot_melt_coating,0.66,"[{""parameter"": ""coating_temp_c"", ""value"": 54.27, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 10.72, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 17.18, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 6.55, ""unit"": ""%""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.458}, {""technique"": ""wet_granulation"", ""confidence"": 0.741}]",0.43,thermodynamic_incompatibility_chi_exceeds_threshold,micellar_solubilization
EF-1028,Clotrimazole,II,1,6.26,0.002,344.8,8.2,147,100,50.0,19.25,6.23,13.82,24.5,PEG 4000,plasticizer,-65,4,hydrophilic,2.112,hot_melt_coating,0.497,0.7,0.15,0.54,"{""min"": 14, ""max"": 34, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.738}, {""excipient"": ""PEG 6000"", ""compatibility_score"": 0.821}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.732}, {""excipient"": ""HPMC K4M"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.028}]","[-0.005, 0.0088, 0.0087, 0.0105, 0.0095, -0.0652]",hot_melt_coating,0.522,"[{""parameter"": ""coating_temp_c"", ""value"": 55.29, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 13.09, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 29.43, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 9.37, ""unit"": ""%""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.54}, {""technique"": ""spray_drying"", ""confidence"": 0.739}]",0.49,acid_base_interaction_proton_transfer,solid_solution
EF-1029,Ranitidine,III,2,0.27,250.0,314.4,8.2,69,150,0.0006,17.56,11.49,3.24,21.23,HPC LF,binder,N/A,95,hydrophilic,0.274,wet_granulation,0.755,0.73,0.09,0.78,"{""min"": 17, ""max"": 55, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.686}, {""excipient"": ""MCC PH101"", ""compatibility_score"": 0.752}]","[{""excipient"": ""TEC"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.405}, {""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.01}]","[0.0222, -0.0008, 0.0304, 0.0187, 0.0016, -0.0391]",wet_granulation,0.787,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 13.32, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 118.97, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 17.36, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 67.28, ""unit"": ""\u00b0C""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.593}, {""technique"": ""coprecipitation"", ""confidence"": 0.499}]",0.81,acid_base_interaction_proton_transfer,nanosizing
EF-1030,Hydrochlorothiazide,IV,3,0.07,0.722,297.7,7.9,273,25,0.035,18.18,10.05,15.63,26.0,HPMC AS-LF,ASD_polymer,119,18,amphiphilic,0.388,hot_melt_extrusion,0.566,0.82,0.15,0.53,"{""min"": 24, ""max"": 62, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Soluplus"", ""compatibility_score"": 0.726}, {""excipient"": ""Kollidon VA 64"", ""compatibility_score"": 0.768}]","[{""excipient"": ""SDS"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.683}, {""excipient"": ""PEG 4000"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}]","[-0.0004, 0.0031, 0.0132, -0.0238, 0.0076, 0.008]",hot_melt_extrusion,0.551,"[{""parameter"": ""barrel_temp_c"", ""value"": 188.44, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 64.9, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 10.91, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 4.81, ""unit"": ""min""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.471}, {""technique"": ""direct_compression"", ""confidence"": 0.547}]",0.83,moisture_uptake_amorphous_collapse,co_crystal
EF-1031,Glibenclamide,II,1,4.79,0.004,494.0,5.3,170,5,1.25,20.51,4.92,5.14,21.71,PEG 6000,plasticizer,-65,6,hydrophilic,1.307,hot_melt_coating,0.448,0.76,0.14,0.47,"{""min"": 5, ""max"": 23, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.571}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.78}]","[{""excipient"": ""Eudragit S100"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.499}, {""excipient"": ""Magnesium stearate"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.624}]","[0.049, 0.0672, -0.0298, 0.0039, 0.0332, 0.0381]",hot_melt_coating,0.486,"[{""parameter"": ""coating_temp_c"", ""value"": 54.4, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 18.0, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 12.64, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 7.3, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.656}, {""technique"": ""spray_drying"", ""confidence"": 0.456}]",0.34,hygroscopicity_induced_phase_separation,micellar_solubilization
